SampleID	Target	Length	Quality_Calculation	Depth_Mean	Depth_RMS	Depth_StdDev	Depth_SNR	Coverage	Match_Bases	Mismatch_Bases	Total_Bases	Identity	BaseQ_mean	BaseQ_RMS	BaseQ_StdDev	BaseQ_SNR	Match_BaseQ_mean	Match_BaseQ_RMS	Match_BaseQ_StdDev	Match_BaseQ_SNR	Mismatch_BaseQ_mean	Mismatch_BaseQ_RMS	Mismatch_BaseQ_StdDev	Mismatch_BaseQ_SNR	MapQ_mean	MapQ_RMS	MapQ_StdDev	MapQ_SNR	Mapped_Reads	Fraction_Reads	Determination
Serum_S51	DENV-2-1	231	0.392409808902561	861.930735930736	1051.80625921621	602.803295764304	1.42987064269096	0.982683982683983	152687	43105	195792	0.779842894500286	31.4348276901231	32.7567933946109	9.21190108443914	3.41241481014416	32.9385147393033	33.972302224544	8.31694446323015	3.9604105672374	26.1004291845494	28.0254466204609	10.2075097187623	2.55698303539937	36.1626916524702	44.1184328353045	25.272432575667	1.43091455657057	1306	0.214238845144357	Negative	
Serum_S51	DENV-2-2	231	0.00780551400386111	0.493506493506494	1.72076696883656	1.64848121066208	0.299370408540043	0.0822510822510823	114	678	792	0.143939393939394	36.5909090909091	36.924404073209	4.95146322438556	7.38991838022785	34.8070175438597	35.393774851598	6.41800809808313	5.42333649504984	36.8908554572271	37.1755779890516	4.59220888614985	8.03335744776122	40	40	0	0	6	0.000984251968503937	Negative	
Serum_S51	DENV-2-3	231	0.0491804255523536	33.6363636363636	60.1585927117338	49.8763603160716	0.674394912203027	0.519480519480519	3808	8010	11818	0.322220341851413	25.9177525808089	27.7917362871677	10.032482594824	2.58338375729458	26.8114495798319	28.5023218868424	9.67101465045455	2.77235125257222	25.4928838951311	27.4474688371813	10.1723358319221	2.50609931842116	25.1666666666667	32.3458295329095	20.3197336857778	1.23853329260321	80	0.0131233595800525	Negative	
Serum_S51	DENV-2-4	231	0.104541348458237	94.0606060606061	156.50108224734	125.080738453609	0.751999126512127	0.948051948051948	9710	17314	27024	0.359310242747188	25.1166370633511	27.0014677911672	9.91129686294081	2.53414234390096	25.5970133882595	27.3143108222624	9.53228625757862	2.68529633884092	24.8472334526972	26.8244230280289	10.1076535622176	2.45825930813223	27.1255060728745	35.7150780710253	23.2330308377939	1.16754057024487	180	0.0295275590551181	Negative	
Serum_S51	DENV-2-5	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	DENV-2-6	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	DENV-2-7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	DENV-3-1	230	0.00996899810964083	1.6695652173913	5.75439340662948	5.50686802666799	0.30317872324271	0.0869565217391304	384	1916	2300	0.16695652173913	38.2721739130435	38.3038424681661	1.55725778079328	24.5766464519107	37.5338541666667	37.5819590473053	1.90090431866852	19.7452621881342	38.4201461377871	38.446890136513	1.43378238243767	26.7963580864109	41.2	41.2698437118436	2.4	17.1666666666667	20	0.00328083989501312	Negative	
Serum_S51	DENV-3-2	230	0.0107619317377142	3.54782608695652	12.1096440187509	11.5782731146566	0.306421005259016	0.091304347826087	816	4096	4912	0.166123778501629	37.8739820846906	37.9598434530981	2.55170453466939	14.8426205189927	37.0281862745098	37.1619897259573	3.15069859116365	11.7523733873998	38.04248046875	38.1167959923017	2.37903688570076	15.9907064482291	42.5714285714286	42.7551166528639	3.95897327444315	10.7531487636568	42	0.00688976377952756	Negative	
Serum_S51	DENV-3-3	230	0.00834230641054799	1.32173913043478	4.59867655820199	4.40463752856396	0.30007897854553	0.0826086956521739	304	1680	1984	0.153225806451613	36.578125	36.9545342387974	5.26102388236611	6.95266279299786	35.3717105263158	35.8437306417146	5.79785484108651	6.10082720175298	36.7964285714286	37.1519883464565	5.12767807911078	7.17604108598987	40	40	0	0	16	0.0026246719160105	Negative	
Serum_S51	DENV-4-1	233	0.0177560882239046	2.13733905579399	5.62794987028929	5.20630401562055	0.410529052737086	0.171673819742489	498	2786	3284	0.151644336175396	37.9884287454324	38.077194174463	2.59846063140502	14.6195898780624	36.9377510040161	37.056913787278	2.96941243397768	12.4394141350503	38.1762383345298	38.2567036855558	2.47996038468361	15.393890390471	40.9230769230769	40.9802954526272	2.16480727376466	18.9037968501975	26	0.00426509186351706	Negative	
Serum_S51	DENV-4-2	233	0.0111340353917773	2.66952789699571	9.16327808352729	8.76580207643398	0.304538919966318	0.0944206008583691	622	3116	3738	0.166399143927234	36.9082397003745	37.2009531454205	4.65754840527355	7.92439208116117	35.8440514469453	36.209088234027	5.12855209667267	6.98911715651683	37.1206675224647	37.3957944543966	4.52785661898828	8.19828688187549	42.625	42.8864780554431	4.72857007984443	9.01435302432957	32	0.005249343832021	Negative	
Serum_S51	Ebola_Zaire	181	0.0179120848144977	20.8674033149171	61.0548616622516	57.378110909033	0.363682299474798	0.12707182320442	3777	18763	22540	0.16756876663709	37.3285270629991	37.5283619454748	3.86768892460366	9.65137781002496	36.6497220015886	36.8728934680099	4.0506974596332	9.04775594001219	37.4651708149017	37.6589286207927	3.81521698939914	9.81993184634094	50.4725274725275	50.6266228881104	3.94701350262507	12.7875233867225	182	0.0298556430446194	Negative	
Serum_S51	IPC_MTE	156	0.269840658092377	139.314102564103	144.568433799644	38.6214044027501	3.60717339823568	0.974358974358974	7511	7304	14815	0.506986162672967	31.7901351351351	33.0647072399691	9.09187400675523	3.4965437391142	31.4581280788177	32.702310108104	8.93461046623203	3.52092888634735	32.066265060241	33.3996838728145	9.34310055015532	3.4320796279676	38.1463414634146	46.1420394529549	25.9604398621175	1.4694027399389	102	0.0167322834645669	Negative	
Serum_S51	LASV-1	203	0.0086874666261972	2.54187192118227	5.83517446900638	5.25244211962867	0.483940967513597	0.211822660098522	516	2710	3226	0.159950402975821	37.4711717296962	37.6496229775728	3.66133849254528	10.234282300309	35.8294573643411	36.1686403205271	4.94171302409633	7.25041239538451	37.7837638376384	37.9250571930964	3.27065029637861	11.5523704504496	15.3846153846154	24.8069469178417	19.4601702164208	0.790569415042095	26	0.00426509186351706	Negative	
Serum_S51	LASV-10	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-11	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-12	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-2	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-3	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-4	208	0	0.769230769230769	2.48069469178417	2.35841687950092	0.326164036526719	0.0961538461538462	160	826	986	0.162271805273834	37.8265720081136	37.930503868684	2.80598892500468	13.4806562032495	37.04375	37.1914808793627	3.31162134573082	11.1859859967852	37.9782082324455	38.0719975517268	2.67071095996923	14.2202614965429	0	0	0	0	8	0.00131233595800525	Negative	
Serum_S51	LASV-5	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-6	208	0	0.990384615384615	3.12865171255311	2.96776007319846	0.333714515647231	0.100961538461538	206	894	1100	0.187272727272727	38.0545454545455	38.1234358844578	2.29083693970076	16.6116342874742	37.5873786407767	37.6337098424385	1.86683781291733	20.1342496818395	38.162192393736	38.2353918530542	2.36479636757087	16.1376230600931	0	0	0	0	10	0.00164041994750656	Negative	
Serum_S51	LASV-7	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-8	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	LASV-9	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	MARV_Angola	192	0.0227120345647854	7.71354166666667	22.7885433569883	21.4433902004775	0.35971651844935	0.208333333333333	1481	8237	9718	0.152397612677506	37.1127804074913	37.3505556175445	4.20779459629641	8.82000762113173	35.951384199865	36.2200678537117	4.40355418283707	8.16417437078125	37.3215976690543	37.550205960909	4.13718686258337	9.02100845542898	42.9210526315789	43.0477091511023	3.29977334905364	13.0072729522131	76	0.0124671916010499	Negative	
Serum_S51	MARV_Ci67	192	0.0299416489973008	16.3020833333333	47.6801408694787	44.8066726317229	0.363831598639876	0.223958333333333	3130	15488	18618	0.168116876141369	37.5865828767859	37.7329076154021	3.31980492784988	11.3219251412852	36.355910543131	36.5464298331085	3.72683540368806	9.75516936088814	37.835291838843	37.9681819202138	3.17388244836327	11.9208232990337	47.7142857142857	47.9637308861548	4.88532693839325	9.76685620348239	154	0.0252624671916011	Negative	
Serum_S51	MARV_Musoke	181	0.0217475796132382	2.32044198895028	6.51390353217787	6.08658263744407	0.381238886772873	0.215469613259669	420	2392	2812	0.149359886201991	37.1756756756757	37.3957631423098	4.05120217376379	9.17645530416405	36.3119047619048	36.5131091918662	3.82788654736542	9.48614968405916	37.3273411371237	37.5486028401968	4.07027995150524	9.17070608947173	40.5454545454545	40.5821277277214	1.72487872372821	23.506263940585	22	0.00360892388451444	Negative	
Serum_S51	Marburg_Ravn	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	Plasmodium_falciparum_1	194	0.0275382179058658	20.0412371134021	48.9637989564476	44.6744045647148	0.448606697921862	0.22680412371134	3888	20139	24027	0.161817954800849	37.4507429142215	37.6229422935415	3.59550302406288	10.4159953874556	36.329475308642	36.5231936286999	3.75671354221735	9.67054711528497	37.6672128705497	37.8315762856691	3.5226749528023	10.6927869801286	45.0204081632653	45.424078843445	6.04233295908996	7.45083206570693	196	0.0321522309711286	Negative	
Serum_S51	Plasmodium_falciparum_3	213	0.0432658705457576	44.6854460093897	123.39630418827	115.021123287272	0.388497736174817	0.23943661971831	9516	41443	50959	0.186738358288035	37.5223824943578	37.7021459657267	3.67731183992784	10.203753210958	36.8418453131568	37.0497787794777	3.91976294304463	9.39899831915353	37.6750235262891	37.8485406398894	3.62003188700343	10.4073733884912	58.0594059405941	58.2501434154526	4.71005198974526	12.326701715183	404	0.0662729658792651	Negative	
Serum_S51	RVFV	206	0.0202582172287444	3.54368932038835	8.18120032971638	7.37389346515915	0.480572351245905	0.194174757281553	730	4082	4812	0.151704073150457	37.5960099750623	37.7247710942653	3.11422350991799	12.0723544264979	36.4849315068493	36.6849228109292	3.82535417763503	9.5376610406845	37.7947084762371	37.907724679765	2.92499599881998	12.9212855304707	41.2631578947368	41.3355969951732	2.44609474497311	16.8689941301479	38	0.00623359580052493	Negative	
Serum_S51	WNV-1	215	0.018830836843069	0.893023255813953	2.4551796220937	2.28701037193091	0.390476259650706	0.181395348837209	192	1078	1270	0.151181102362205	37.8275590551181	37.9087279335948	2.4794010314709	15.2567328056152	36.125	36.3161752299624	3.72141886023776	9.70731899759651	38.1307977736549	38.1854060068889	2.04144386540004	18.6783474284672	41.2	41.2698437118436	2.4	17.1666666666667	10	0.00164041994750656	Negative	
Serum_S51	WNV-2	215	0.00804488668973309	0.186046511627907	0.609994281330419	0.580930046362643	0.320256307610174	0.0930232558139535	38	232	270	0.140740740740741	34.1037037037037	34.7937840340399	6.89527382323528	4.94595350061126	31.2105263157895	32.2114722943305	7.96755887708612	3.91720058769164	34.5775862068966	35.1986970761997	6.58322170116625	5.25238063921969	40	40	0	0	2	0.000328083989501312	Negative	
Serum_S51	YF-1	231	0.30704799198901	1716.74458874459	2450.92214645128	1749.23051224861	0.981428449094304	0.982683982683983	271510	187912	459422	0.590981711803092	28.0155113679651	29.7436389624427	9.99075480229379	2.80414362301565	30.1782217966189	31.6310506563075	9.47619622084557	3.1846345404112	24.8881231640342	26.7811557743625	9.8899762377132	2.51649979391548	41.8960194963444	49.1001099398029	25.6036002636867	1.63633313537413	3048	0.5	Indeterminate-Quality	
Serum_S51	YF-2	231	0	0.406926406926407	1.10096376512636	1.02300152075507	0.397776932556325	0.138528138528139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6666666666667	38.7384391356527	2.35702260395516	16.4048773235279	0	0	Negative	
Serum_S51	YF-3	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
Serum_S51	Zika_1	194	0.029669922228251	1.01030927835052	2.24297299026349	2.00254912477334	0.504511607656501	0.221649484536082	196	868	1064	0.184210526315789	37.0451127819549	37.2683067998712	4.07262945792592	9.09611668939334	35.2755102040816	35.6625339331155	5.23972388321607	6.73232234948038	37.4447004608295	37.6214163441774	3.64216627032471	10.2808871648496	43.6	43.8634243989226	4.8	9.08333333333333	10	0.00164041994750656	Negative	
Serum_S51	Zika_2	194	0.011790329606505	0.597938144329897	1.88318659526275	1.78573842657111	0.334840834151746	0.103092783505155	116	594	710	0.163380281690141	37.1718309859155	37.3437778817151	3.57948706289128	10.3846809145583	36.5344827586207	36.6469644036174	2.86907120163435	12.7339059197308	37.2962962962963	37.4783439152034	3.6895182890369	10.1087170124943	42	42.0951303596984	2.82842712474619	14.8492424049175	6	0.000984251968503937	Negative	
YF_10K_S43	CCHFV-1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	CCHFV-2	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	CCHFV-3	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	CCHFV-4	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	CHIKV-1	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	CHIKV-2	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-1-1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-1-2	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-1-3	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-1-4	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-2-1	231	0.478120706595992	821.748917748918	880.17618759662	315.339241754977	2.60592025646915	0.982683982683983	133129	3980	137109	0.97097200037926	37.7639057052414	37.9157382603935	3.38978372706959	11.1405059277595	37.763522598382	37.9124136738478	3.35670545899542	11.2501746309561	37.7103015075377	37.9935163736151	4.63038299093731	8.14409986848715	30.0654853620955	32.6383861840082	12.7016078760949	2.36706137170873	914	0.00188320424936591	Negative	
YF_10K_S43	DENV-2-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-2-3	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-2-4	231	0	3.7965367965368	4.62395419321519	2.63955691991942	1.43832351857474	0.978354978354978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6	15.9561900214306	14.0299679258365	0.541697603314149	0	0	Negative	
YF_10K_S43	DENV-2-5	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-2-6	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-2-7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-3-1	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-3-2	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-3-3	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-4-1	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	DENV-4-2	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	Ebola_Zaire	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	IPC_MTE	156	0	0.967948717948718	1.10650755729863	0.536128952566832	1.80544011532012	0.846153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	48.0832611206852	14	3.28571428571429	0	0	Negative	
YF_10K_S43	LASV-1	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-10	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-11	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-12	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-2	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-3	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-4	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-5	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-6	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-7	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-8	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	LASV-9	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	MARV_Angola	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	MARV_Ci67	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	MARV_Musoke	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	Marburg_Ravn	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	Plasmodium_falciparum_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	Plasmodium_falciparum_3	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	RVFV	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	WNV-1	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	WNV-2	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	YF-1	231	0.972345456397413	359901.670995671	385020.295939244	136789.676144315	2.6310587256305	0.982683982683983	72508070	645551	73153621	0.991175406067732	37.9308222163665	38.0393945071493	2.87197849242256	13.2072097045446	37.9440077359665	38.0491926998693	2.82724990842723	13.420818450773	36.1386505481364	36.7612140532385	6.73682382341281	5.36434549802861	59.8973274143867	59.9444004183138	2.37514423244297	25.2183958330728	484429	0.998116795750634	Positive	
YF_10K_S43	YF-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	YF-3	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	Zika_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S43	Zika_2	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	CCHFV-1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	CCHFV-2	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	CCHFV-3	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	CCHFV-4	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	CHIKV-1	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	CHIKV-2	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	DENV-1-1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	DENV-1-2	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	DENV-1-3	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	DENV-1-4	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S14	DENV-2-1	231	0.938036982334786	72509.0909090909	77563.6104730759	27541.7030184453	2.6327017926426	0.982683982683983	16232377	503225	16735602	0.969930869531912	37.7862696690087	37.9346171003279	3.35156665597575	11.2742110026774	37.7988234255525	37.9407214393958	3.27830611531783	11.5299859427215	37.2612608674052	37.6765488988419	5.57859977933506	6.67932139628174	59.0495445615288	59.1593247173938	3.60235868481447	16.3919114469219	111547	0.999525089605735	Positive	
DV2_10K_S14	DENV-2-2	231	0	0.649350649350649	0.80582296402538	0.477173326516204	1.36082763487954	0.649350649350649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
